run_id,git_commit,python_version,platform,cpu,n,gamma_nominal,gamma_effective_mean,tau,m0,final_capacity,final_size,final_load_factor,key_family,key_seed,order_seed,hash_seed,repetition,elapsed_ns,time_per_operation_ns,latency_p50_ns,latency_p95_ns,latency_p99_ns,latency_max_ns,resize_count,moved_entries,migrations_per_insertion,hash_evaluations,key_comparisons,insert_collision_events,pair_collisions,pair_collisions_per_key,universal_pair_bound,bound_ratio,max_chain_length,bucket_assignments,bucket_slots_peak,unused_capacity,structural_bytes_final,bytes_per_element,tracemalloc_peak_bytes,gc_enabled,hash_a,hash_b,hash_prime
n1000-g1.5-t0.9-r3-h91042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.543133042590002,0.9,11,1289,1000,0.7757951900698216,random,31042,61042,91042,3,12312500,12312.5,4000.0,4700.0,45622.99999999998,2782100,11,2246,2.246,3246,696,489,365,0.365,387.5096974398759,0.9419119119119119,5,3246,2146,289,134320,134.32,194548,True,899562782064138328,574077191073454396,2305843009213693951
n1000-g1.25-t0.9-r3-h91042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2901634020556063,0.9,11,1361,1000,0.7347538574577517,random,31042,61042,91042,3,19935200,19935.2,3800.0,7100.0,260921.99999999924,4018300,19,4564,4.564,5564,783,567,336,0.336,367.00955180014694,0.9155075075075075,6,5564,2430,361,139088,139.088,228140,True,1784500499880210354,481735091600411253,2305843009213693951
n1000-g3-t0.9-r3-h91042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.9,11,3163,1000,0.3161555485298767,random,31042,61042,91042,3,10885400,10885.4,4000.0,4700.0,9200.0,4280700,5,1399,1.399,2399,593,438,153,0.153,157.9196964906734,0.9688468468468469,3,2399,4212,2163,258592,258.592,335104,True,1185922051791028958,1543093448577332183,2305843009213693951
n1000-g3-t0.8-r3-h91042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.8,11,3163,1000,0.3161555485298767,random,31042,61042,91042,3,10817100,10817.1,3800.0,4600.0,8005.9999999999945,4564500,5,1243,1.243,2243,512,390,153,0.153,157.9196964906734,0.9688468468468469,3,2243,4212,2163,258592,258.592,328272,True,1185922051791028958,1543093448577332183,2305843009213693951
n1000-g3-t0.7-r3-h91042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.7,11,3163,1000,0.3161555485298767,random,31042,61042,91042,3,9744100,9744.1,3900.0,4400.0,6804.999999999995,3708000,5,1087,1.087,2087,444,354,153,0.153,157.9196964906734,0.9688468468468469,3,2087,4212,2163,258592,258.592,321360,True,1185922051791028958,1543093448577332183,2305843009213693951
n1000-g1.25-t0.7-r3-h91042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2884399490725909,0.7,11,1709,1000,0.5851375073142189,random,31042,61042,91042,3,20658800,20658.8,3900.0,5504.999999999995,258861.99999999913,3510500,20,4498,4.498,5498,649,485,270,0.27,292.2761849034523,0.9237837837837838,4,5498,3070,709,162480,162.48,271352,True,2204172323653952932,1462753198738308507,2305843009213693951
n1000-g1.5-t0.7-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.5405406911613417,0.7,11,1949,1000,0.513083632632119,random,41042,81042,121042,4,14448100,14448.1,3700.0,4400.0,57002.99999999999,3201700,12,2646,2.646,3646,560,426,231,0.231,256.2852744997435,0.9013393393393393,4,3646,3238,949,178896,178.896,276324,True,2021371262390663885,201597899478943564,2305843009213693951
n1000-g4-t0.8-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.8,11,3079,1000,0.3247807729782397,random,41042,81042,121042,4,8923000,8923.0,3700.0,5300.0,9120.999999999982,3144500,4,812,0.812,1812,521,408,342,0.342,162.22799610263073,2.108144144144144,5,1812,3848,2079,249632,249.632,287848,True,85951505598602567,843583517749024958,2305843009213693951
n1000-g1.5-t0.9-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.543133042590002,0.9,11,1289,1000,0.7757951900698216,random,41042,81042,121042,4,12717400,12717.4,4100.0,4700.0,46697.99999999991,2775800,11,2246,2.246,3246,680,488,348,0.348,387.5096974398759,0.8980420420420421,5,3246,2146,289,134448,134.448,194880,True,1337144844118304097,258353061423726478,2305843009213693951
n1000-g1.5-t0.8-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.543133042590002,0.8,11,1289,1000,0.7757951900698216,random,41042,81042,121042,4,11332600,11332.6,3600.0,4300.0,40139.99999999996,2552500,11,1995,1.995,2995,630,465,348,0.348,387.5096974398759,0.8980420420420421,5,2995,2146,289,134448,134.448,189248,True,1337144844118304097,258353061423726478,2305843009213693951
n1000-g4-t0.9-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.9,11,3079,1000,0.3247807729782397,random,41042,81042,121042,4,9095800,9095.8,3900.0,4500.0,5400.999999999999,3571100,4,914,0.914,1914,559,428,342,0.342,162.22799610263073,2.108144144144144,5,1914,3848,2079,249632,249.632,292796,True,85951505598602567,843583517749024958,2305843009213693951
n1000-g2-t0.5-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.032666219705446,0.5,11,3203,1000,0.3122073056509522,random,41042,81042,121042,4,11772000,11772.0,3500.0,4000.0,9712.999999999987,3561200,8,1579,1.579,2579,382,312,181,0.181,155.94754917265064,1.1606466466466467,5,2579,4800,2203,260352,260.352,368620,True,1211990857949861304,73821920195878632,2305843009213693951
n1000-g2-t0.7-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.7,11,1597,1000,0.6261740763932373,random,41042,81042,121042,4,9460400,9460.4,3900.0,4600.0,26009.9999999999,2380700,7,1093,1.093,2093,487,379,297,0.297,312.77395115842205,0.9495675675675675,4,2093,2394,597,156112,156.112,195004,True,513137521787946597,1987867169544319590,2305843009213693951
n1000-g1.5-t0.5-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.5375603143577163,0.5,11,2927,1000,0.341646737273659,random,41042,81042,121042,4,16002300,16002.3,3600.0,4100.0,62524.99999999988,3953400,13,2863,2.863,3863,373,304,123,0.123,170.65254526819268,0.7207627627627627,4,3863,4876,1927,246336,246.336,391368,True,996530739359610883,114239759752112216,2305843009213693951
n1000-g1.25-t0.7-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2884399490725909,0.7,11,1709,1000,0.5851375073142189,random,41042,81042,121042,4,19450800,19450.8,3700.0,4400.0,336836.9999999999,3504200,20,4498,4.498,5498,686,510,254,0.254,292.2761849034523,0.8690410410410411,4,5498,3070,709,163120,163.12,270772,True,1701551454297844566,451357976039205281,2305843009213693951
n1000-g3-t0.5-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.5,11,3163,1000,0.3161555485298767,random,41042,81042,121042,4,9431500,9431.5,3600.0,5704.999999999995,12731.99999999997,3324100,5,776,0.776,1776,257,231,137,0.137,157.9196964906734,0.8675295295295296,3,1776,4212,2163,259136,259.136,308492,True,1488622475506903256,1353066490927861107,2305843009213693951
n1000-g2-t0.8-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.8,11,1597,1000,0.6261740763932373,random,41042,81042,121042,4,9410400,9410.4,3700.0,5100.0,20829.999999999884,2362900,7,1251,1.251,2251,541,406,297,0.297,312.77395115842205,0.9495675675675675,4,2251,2394,597,156112,156.112,200388,True,513137521787946597,1987867169544319590,2305843009213693951
n1000-g1.25-t0.5-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2866303730753477,0.5,11,2137,1000,0.4679457182966776,random,41042,81042,121042,4,19832100,19832.1,3700.0,4200.0,245417.99999999898,3236400,21,4065,4.065,5065,456,352,258,0.258,233.73888628919045,1.1037957957957958,4,5065,3846,1137,191184,191.184,316736,True,871273445919610667,402284626175372578,2305843009213693951
n1000-g4-t0.7-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.7,11,3079,1000,0.3247807729782397,random,41042,81042,121042,4,9645800,9645.8,3800.0,4904.999999999995,6903.999999999996,3989900,4,710,0.71,1710,479,379,342,0.342,162.22799610263073,2.108144144144144,5,1710,3848,2079,249632,249.632,283124,True,85951505598602567,843583517749024958,2305843009213693951
n1000-g1.25-t0.9-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2901634020556063,0.9,11,1361,1000,0.7347538574577517,random,41042,81042,121042,4,18614400,18614.4,3800.0,4800.0,281182.9999999988,2966500,19,4564,4.564,5564,948,587,336,0.336,367.00955180014694,0.9155075075075075,4,5564,2430,361,138384,138.384,227720,True,211294239832301350,1676316468595166039,2305843009213693951
n1000-g3-t0.7-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.7,11,3163,1000,0.3161555485298767,random,41042,81042,121042,4,9919400,9919.4,3700.0,4200.0,8801.0,3992900,5,1087,1.087,2087,357,302,137,0.137,157.9196964906734,0.8675295295295296,3,2087,4212,2163,259136,259.136,321844,True,1488622475506903256,1353066490927861107,2305843009213693951
n1000-g4-t0.5-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.5,11,3079,1000,0.3247807729782397,random,41042,81042,121042,4,8362000,8362.0,3500.0,4204.999999999995,10205.999999999995,2968000,4,507,0.507,1507,429,344,342,0.342,162.22799610263073,2.108144144144144,5,1507,3848,2079,249632,249.632,272228,True,85951505598602567,843583517749024958,2305843009213693951
n1000-g2-t0.9-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.9,11,1597,1000,0.6261740763932373,random,41042,81042,121042,4,10420600,10420.6,3900.0,5309.999999999991,9125.999999999978,3128000,7,1409,1.409,2409,615,440,297,0.297,312.77395115842205,0.9495675675675675,4,2409,2394,597,156112,156.112,205512,True,513137521787946597,1987867169544319590,2305843009213693951
n1000-g1.25-t0.8-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2901634020556063,0.8,11,1361,1000,0.7347538574577517,random,41042,81042,121042,4,18704400,18704.4,3700.0,7900.0,416455.99999999994,3150500,19,4055,4.055,5055,825,555,336,0.336,367.00955180014694,0.9155075075075075,4,5055,2430,361,138384,138.384,221064,True,211294239832301350,1676316468595166039,2305843009213693951
n1000-g3-t0.9-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.9,11,3163,1000,0.3161555485298767,random,41042,81042,121042,4,11518500,11518.5,3900.0,4700.0,7700.0,5033400,5,1399,1.399,2399,555,424,137,0.137,157.9196964906734,0.8675295295295296,3,2399,4212,2163,259136,259.136,335172,True,1488622475506903256,1353066490927861107,2305843009213693951
n1000-g3-t0.8-r4-h121042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.8,11,3163,1000,0.3161555485298767,random,41042,81042,121042,4,10786300,10786.3,3600.0,4400.0,17336.999999999964,4433800,5,1243,1.243,2243,437,357,137,0.137,157.9196964906734,0.8675295295295296,3,2243,4212,2163,259136,259.136,328756,True,1488622475506903256,1353066490927861107,2305843009213693951
n1000-g2-t0.7-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.7,11,1597,1000,0.6261740763932373,random,51042,101042,151042,5,11010800,11010.8,3900.0,4400.0,5001.999999999998,4354400,7,1093,1.093,2093,481,375,274,0.274,312.77395115842205,0.8760320320320321,4,2093,2394,597,156336,156.336,195020,True,1178615065598311799,1010242050449694446,2305843009213693951
n1000-g3-t0.7-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.7,11,3163,1000,0.3161555485298767,random,51042,101042,151042,5,19219500,19219.5,3900.0,4300.0,7700.999999999999,13076200,5,1087,1.087,2087,392,324,150,0.15,157.9196964906734,0.9498498498498499,4,2087,4212,2163,258848,258.848,321812,True,603629941972558542,1062895242482436160,2305843009213693951
n1000-g2-t0.8-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.8,11,1597,1000,0.6261740763932373,random,51042,101042,151042,5,9625400,9625.4,3700.0,4400.0,9111.999999999989,2750100,7,1251,1.251,2251,560,415,274,0.274,312.77395115842205,0.8760320320320321,4,2251,2394,597,156336,156.336,200220,True,1178615065598311799,1010242050449694446,2305843009213693951
n1000-g2-t0.9-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.036527741565147,0.9,11,1597,1000,0.6261740763932373,random,51042,101042,151042,5,9228800,9228.8,3700.0,4200.0,7118.999999999983,2573900,7,1409,1.409,2409,629,456,274,0.274,312.77395115842205,0.8760320320320321,4,2409,2394,597,156336,156.336,205216,True,1178615065598311799,1010242050449694446,2305843009213693951
n1000-g1.5-t0.5-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.5375603143577163,0.5,11,2927,1000,0.341646737273659,random,51042,101042,151042,5,16274300,16274.3,3600.0,4100.0,62710.99999999981,3990800,13,2863,2.863,3863,409,341,146,0.146,170.65254526819268,0.8555395395395395,4,3863,4876,1927,245600,245.6,391012,True,364913120938090682,957046219749195322,2305843009213693951
n1000-g3-t0.9-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.9,11,3163,1000,0.3161555485298767,random,51042,101042,151042,5,11157600,11157.6,3900.0,5400.0,17407.999999999993,4444200,5,1399,1.399,2399,587,433,150,0.15,157.9196964906734,0.9498498498498499,4,2399,4212,2163,258848,258.848,335076,True,603629941972558542,1062895242482436160,2305843009213693951
n1000-g1.25-t0.5-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2866303730753477,0.5,11,2137,1000,0.4679457182966776,random,51042,101042,151042,5,20861500,20861.5,3900.0,5504.999999999995,269903.9999999989,3397100,21,4065,4.065,5065,414,332,239,0.239,233.73888628919045,1.0225085085085086,4,5065,3846,1137,191248,191.248,316216,True,232991783787746502,1662314588511349046,2305843009213693951
n1000-g1.25-t0.7-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2884399490725909,0.7,11,1709,1000,0.5851375073142189,random,51042,101042,151042,5,21609900,21609.9,4000.0,4700.0,253898.99999999773,4282900,20,4498,4.498,5498,571,438,263,0.263,292.2761849034523,0.8998338338338339,4,5498,3070,709,162832,162.832,270920,True,1944728149911895083,1682141416003417012,2305843009213693951
n1000-g4-t0.7-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.7,11,3079,1000,0.3247807729782397,random,51042,101042,151042,5,8997600,8997.6,4000.0,4400.0,5504.999999999995,3288000,4,710,0.71,1710,321,261,138,0.138,162.22799610263073,0.8506546546546546,3,1710,3848,2079,254368,254.368,283248,True,1923952456219428232,230110045224524940,2305843009213693951
n1000-g1.25-t0.9-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2901634020556063,0.9,11,1361,1000,0.7347538574577517,random,51042,101042,151042,5,19261400,19261.4,3800.0,4600.0,234069.99999999895,3084000,19,4564,4.564,5564,820,560,366,0.366,367.00955180014694,0.9972492492492493,6,5564,2430,361,138512,138.512,227576,True,2010597415435103399,2234674465092269678,2305843009213693951
n1000-g4-t0.5-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.5,11,3079,1000,0.3247807729782397,random,51042,101042,151042,5,8244800,8244.8,3700.0,5700.0,18302.0,2672800,4,507,0.507,1507,236,208,138,0.138,162.22799610263073,0.8506546546546546,3,1507,3848,2079,254368,254.368,272256,True,1923952456219428232,230110045224524940,2305843009213693951
n1000-g1.5-t0.7-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.5405406911613417,0.7,11,1949,1000,0.513083632632119,random,51042,101042,151042,5,14693800,14693.8,3900.0,4500.0,53434.99999999997,3826800,12,2646,2.646,3646,560,417,234,0.234,256.2852744997435,0.913045045045045,4,3646,3238,949,178800,178.8,276036,True,1543242592012573037,1898084234141453789,2305843009213693951
n1000-g4-t0.9-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.9,11,3079,1000,0.3247807729782397,random,51042,101042,151042,5,9518700,9518.7,4000.0,5300.0,6100.0,3561500,4,914,0.914,1914,433,341,138,0.138,162.22799610263073,0.8506546546546546,3,1914,3848,2079,254368,254.368,293112,True,1923952456219428232,230110045224524940,2305843009213693951
n1000-g1.5-t0.9-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.543133042590002,0.9,11,1289,1000,0.7757951900698216,random,51042,101042,151042,5,12623300,12623.3,3800.0,5200.0,45809.999999999985,2371600,11,2246,2.246,3246,701,493,359,0.359,387.5096974398759,0.9264284284284284,4,3246,2146,289,134288,134.288,194488,True,110524606583232433,2046263702161556158,2305843009213693951
n1000-g1.5-t0.8-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.5,1.543133042590002,0.8,11,1289,1000,0.7757951900698216,random,51042,101042,151042,5,11617500,11617.5,3900.0,4704.999999999995,41223.999999999985,2538800,11,1995,1.995,2995,647,468,359,0.359,387.5096974398759,0.9264284284284284,4,2995,2146,289,134288,134.288,188888,True,110524606583232433,2046263702161556158,2305843009213693951
n1000-g3-t0.8-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.8,11,3163,1000,0.3161555485298767,random,51042,101042,151042,5,15126700,15126.7,6900.0,11200.0,16614.99999999999,5104100,5,1243,1.243,2243,482,374,150,0.15,157.9196964906734,0.9498498498498499,4,2243,4212,2163,258848,258.848,328468,True,603629941972558542,1062895242482436160,2305843009213693951
n1000-g4-t0.8-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,4.0,4.091659060195906,0.8,11,3079,1000,0.3247807729782397,random,51042,101042,151042,5,9229900,9229.9,3800.0,4300.0,5200.999999999999,3695300,4,812,0.812,1812,378,305,138,0.138,162.22799610263073,0.8506546546546546,3,1812,3848,2079,254368,254.368,288132,True,1923952456219428232,230110045224524940,2305843009213693951
n1000-g3-t0.5-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,3.0,3.105358850890993,0.5,11,3163,1000,0.3161555485298767,random,51042,101042,151042,5,8452200,8452.2,3600.0,3900.0,5812.999999999988,3038600,5,776,0.776,1776,277,242,150,0.15,157.9196964906734,0.9498498498498499,4,1776,4212,2163,258848,258.848,308780,True,603629941972558542,1062895242482436160,2305843009213693951
n1000-g2-t0.5-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,2.0,2.032666219705446,0.5,11,3203,1000,0.3122073056509522,random,51042,101042,151042,5,12326100,12326.1,3900.0,4400.0,8405.999999999995,4046600,8,1579,1.579,2579,344,290,192,0.192,155.94754917265064,1.2311831831831832,4,2579,4800,2203,260064,260.064,368964,True,572201159854970287,1503021899938717997,2305843009213693951
n1000-g1.25-t0.8-r5-h151042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",1000,1.25,1.2901634020556063,0.8,11,1361,1000,0.7347538574577517,random,51042,101042,151042,5,18475700,18475.7,3800.0,6100.0,217486.99999999913,2776900,19,4055,4.055,5055,688,499,366,0.366,367.00955180014694,0.9972492492492493,6,5055,2430,361,138512,138.512,221112,True,2010597415435103399,2234674465092269678,2305843009213693951
n10000-g4-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.5,11,49297,10000,0.20285210053350103,random,20042,30042,40042,1,121170700,12117.07,4200.0,5100.0,10600.0,51530200,6,8207,0.8207,18207,2364,2070,816,0.0816,1014.1590766172384,0.804607500750075,4,18207,61620,39297,3730512,373.0512,4412688,True,41357831174653572,611083725876286844,2305843009213693951
n10000-g1.5-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.7,11,14867,10000,0.6726306585054147,random,20042,30042,40042,1,141430100,14143.01,4200.0,5700.0,8301.000000000022,31958500,17,20680,2.068,30680,6976,4775,3346,0.3346,3362.8169771978205,0.9949991399139915,5,30680,24768,4867,1467392,146.7392,2101284,True,558605632167038481,30480210764277290,2305843009213693951
n10000-g3-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.8,11,28477,10000,0.351160585735857,random,20042,30042,40042,1,125802800,12580.28,4200.0,6100.0,9901.000000000022,41296700,7,11365,1.1365,21365,4567,3604,1568,0.1568,1755.627348386417,0.8931280328032803,5,21365,37968,18477,2395344,239.5344,3003952,True,1156714603238940003,980056401587828401,2305843009213693951
n10000-g4-t0.8-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.8,11,49297,10000,0.20285210053350103,random,20042,30042,40042,1,137026200,13702.62,4200.0,6600.0,10701.000000000022,59510500,6,13133,1.3133,23133,4813,3732,816,0.0816,1014.1590766172384,0.804607500750075,4,23133,61620,39297,3730512,373.0512,4659228,True,41357831174653572,611083725876286844,2305843009213693951
n10000-g1.25-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2753353982930995,0.5,11,20161,10000,0.49600714250285205,random,20042,30042,40042,1,240830000,24083.0,4100.0,4900.0,16101.000000000022,46335700,31,39928,3.9928,49928,4236,3496,2267,0.2267,2479.787708943009,0.9141911591159115,5,49928,36288,10161,1838896,183.8896,2950384,True,2721672115931058,774125376119131057,2305843009213693951
n10000-g4-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.073781941238894,0.9,11,12323,10000,0.8114907084313885,random,20042,30042,40042,1,73320800,7332.08,4200.0,5100.0,14602.000000000044,13987300,5,3685,0.3685,13685,5132,3922,3874,0.3874,4057.0477968027267,0.9548815281528152,6,13685,15402,2323,1300704,130.0704,1429444,True,1700549996247259158,639579457161945450,2305843009213693951
n10000-g2-t0.9-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.9,11,12853,10000,0.7780284758422158,random,20042,30042,40042,1,100392900,10039.29,4200.0,5400.0,13900.0,23357600,10,11506,1.1506,21506,6584,4808,4008,0.4008,3889.753364973158,1.030399519951995,7,21506,19274,2853,1328336,132.8336,1642748,True,1892975896214795007,618666313452616974,2305843009213693951
n10000-g3-t0.5-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.5,11,28477,10000,0.351160585735857,random,20042,30042,40042,1,102004000,10200.4,4100.0,4800.0,7201.000000000022,33380800,7,7102,0.7102,17102,2726,2375,1568,0.1568,1755.627348386417,0.8931280328032803,5,17102,37968,18477,2395344,239.5344,2813192,True,1156714603238940003,980056401587828401,2305843009213693951
n10000-g1.25-t0.7-r1-h40042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2761752609835624,0.7,11,16127,10000,0.6200781298443604,random,20042,30042,40042,1,221817300,22181.73,4200.0,4900.0,9202.000000000044,35334200,30,44614,4.4614,54614,6014,4539,2904,0.2904,3100.0806101568796,0.9367498349834984,6,54614,29016,6127,1562144,156.2144,2530820,True,1126921893122025355,1974639411274068637,2305843009213693951
