run_id,git_commit,python_version,platform,cpu,n,gamma_nominal,gamma_effective_mean,tau,m0,final_capacity,final_size,final_load_factor,key_family,key_seed,order_seed,hash_seed,repetition,elapsed_ns,time_per_operation_ns,latency_p50_ns,latency_p95_ns,latency_p99_ns,latency_max_ns,resize_count,moved_entries,migrations_per_insertion,hash_evaluations,key_comparisons,insert_collision_events,pair_collisions,pair_collisions_per_key,universal_pair_bound,bound_ratio,max_chain_length,bucket_assignments,bucket_slots_peak,unused_capacity,structural_bytes_final,bytes_per_element,tracemalloc_peak_bytes,gc_enabled,hash_a,hash_b,hash_prime
n10000-g1.25-t0.5-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2753353982930995,0.5,11,20161,10000,0.49600714250285205,random,50042,90042,130042,4,265947400,26594.74,4600.0,5600.0,10303.000000000065,45347800,31,39928,3.9928,49928,4184,3444,2198,0.2198,2479.787708943009,0.8863661966196619,4,49928,36288,10161,1839664,183.9664,2950696,True,702185212597435424,1700261459066608259,2305843009213693951
n10000-g1.5-t0.8-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.8,11,14867,10000,0.6726306585054147,random,50042,90042,130042,4,179145700,17914.57,4600.0,7300.0,9400.0,48077400,17,23637,2.3637,33637,6472,4725,3479,0.3479,3362.8169771978205,1.0345493149314933,5,33637,24768,4867,1465056,146.5056,2160340,True,1451335047593738072,1725131032970636998,2305843009213693951
n10000-g4-t0.9-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.073781941238894,0.9,11,12323,10000,0.8114907084313885,random,50042,90042,130042,4,84046600,8404.66,4700.0,6100.0,14800.0,17216200,5,3685,0.3685,13685,5094,3929,3926,0.3926,4057.0477968027267,0.9676987298729873,6,13685,15402,2323,1299776,129.9776,1428528,True,1213554751921887004,1608349030757973988,2305843009213693951
n10000-g2-t0.9-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.9,11,12853,10000,0.7780284758422158,random,50042,90042,130042,4,116458800,11645.88,4800.0,6700.0,10800.0,28421000,10,11506,1.1506,21506,6225,4618,3644,0.3644,3889.753364973158,0.9368203220322032,5,21506,19274,2853,1333968,133.3968,1643056,True,356427331773283763,1023736245059445953,2305843009213693951
n10000-g1.25-t0.7-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2761752609835624,0.7,11,16127,10000,0.6200781298443604,random,50042,90042,130042,4,241062800,24106.28,4500.0,5500.0,10600.0,39032500,30,44614,4.4614,54614,6035,4550,2819,0.2819,3100.0806101568796,0.909331193119312,5,54614,29016,6127,1563744,156.3744,2529788,True,1897945020599192566,519896556425075558,2305843009213693951
n10000-g2-t0.5-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.5,11,25717,10000,0.3888478438387059,random,50042,90042,130042,4,132856700,13285.67,4300.0,6100.0,13300.0,39497100,11,12816,1.2816,22816,3293,2838,1738,0.1738,1944.0447952716102,0.8940123212321233,5,22816,38570,15717,2209264,220.9264,2964064,True,987820863660137973,1418700263064881034,2305843009213693951
n10000-g4-t0.5-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.5,11,49297,10000,0.20285210053350103,random,50042,90042,130042,4,147308800,14730.88,4500.0,6700.0,10700.0,69921500,6,8207,0.8207,18207,2273,2004,745,0.0745,1014.1590766172384,0.7345987598759876,3,18207,61620,39297,3732720,373.272,4412580,True,1261420028908620234,179813914822843760,2305843009213693951
n10000-g1.5-t0.9-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.9,11,14867,10000,0.6726306585054147,random,50042,90042,130042,4,180739000,18073.9,4800.0,7600.0,14201.000000000022,40092500,17,26594,2.6594,36594,7295,5118,3479,0.3479,3362.8169771978205,1.0345493149314933,5,36594,24768,4867,1465056,146.5056,2223956,True,1451335047593738072,1725131032970636998,2305843009213693951
n10000-g1.5-t0.5-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5274118968527437,0.5,11,22303,10000,0.44837017441599786,random,50042,90042,130042,4,170059500,17005.95,4300.0,5500.0,17900.0,40384000,18,22203,2.2203,32203,4009,3328,2092,0.2092,2241.6266869927813,0.9332508450845084,5,32203,37170,12303,1984576,198.4576,2944916,True,58838981549689396,1162958441174123353,2305843009213693951
n10000-g3-t0.9-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.9,11,28477,10000,0.351160585735857,random,50042,90042,130042,4,126194800,12619.48,4500.0,6500.0,14001.000000000022,45812600,7,12786,1.2786,22786,5584,4257,2496,0.2496,1755.627348386417,1.4217140114011402,4,22786,37968,18477,2372880,237.288,3065264,True,719411767517639018,2162287493092420241,2305843009213693951
n10000-g3-t0.7-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.7,11,28477,10000,0.351160585735857,random,50042,90042,130042,4,117612400,11761.24,4500.0,5500.0,9100.0,42383500,7,9944,0.9944,19944,4277,3488,2496,0.2496,1755.627348386417,1.4217140114011402,4,19944,37968,18477,2372880,237.288,2945376,True,719411767517639018,2162287493092420241,2305843009213693951
n10000-g1.25-t0.8-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.8,11,12889,10000,0.7758553805570642,random,50042,90042,130042,4,240972000,24097.2,4600.0,5900.0,14602.000000000044,34072700,29,40681,4.0681,50681,7015,5065,3705,0.3705,3878.8889750950425,0.9551704170417041,6,50681,23178,2889,1335312,133.5312,2083360,True,490751760513298166,1410144398052681270,2305843009213693951
n10000-g4-t0.7-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.7,11,49297,10000,0.20285210053350103,random,50042,90042,130042,4,138727000,13872.7,4500.0,5500.0,9400.0,62507300,6,11491,1.1491,21491,3841,3119,745,0.0745,1014.1590766172384,0.7345987598759876,3,21491,61620,39297,3732720,373.272,4580884,True,1261420028908620234,179813914822843760,2305843009213693951
n10000-g2-t0.7-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.7,11,25717,10000,0.3888478438387059,random,50042,90042,130042,4,147076300,14707.63,4400.0,5300.0,8501.000000000022,47860800,11,17943,1.7943,27943,4804,3823,1738,0.1738,1944.0447952716102,0.8940123212321233,5,27943,38570,15717,2209264,220.9264,3137868,True,987820863660137973,1418700263064881034,2305843009213693951
n10000-g1.25-t0.9-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.9,11,12889,10000,0.7758553805570642,random,50042,90042,130042,4,251829100,25182.91,4500.0,6100.0,9600.0,38204800,29,45770,4.577,55770,7844,5425,3705,0.3705,3878.8889750950425,0.9551704170417041,6,55770,23178,2889,1335312,133.5312,2148064,True,490751760513298166,1410144398052681270,2305843009213693951
n10000-g3-t0.5-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.5,11,28477,10000,0.351160585735857,random,50042,90042,130042,4,111153800,11115.38,4600.0,5400.0,9700.0,35642600,7,7102,0.7102,17102,3434,2914,2496,0.2496,1755.627348386417,1.4217140114011402,4,17102,37968,18477,2372880,237.288,2813496,True,719411767517639018,2162287493092420241,2305843009213693951
n10000-g3-t0.8-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.8,11,28477,10000,0.351160585735857,random,50042,90042,130042,4,126734900,12673.49,4700.0,5900.0,9200.0,44312700,7,11365,1.1365,21365,4887,3850,2496,0.2496,1755.627348386417,1.4217140114011402,4,21365,37968,18477,2372880,237.288,3004928,True,719411767517639018,2162287493092420241,2305843009213693951
n10000-g2-t0.8-r4-h130042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.8,11,12853,10000,0.7780284758422158,random,50042,90042,130042,4,114355400,11435.54,4900.0,6700.0,10801.000000000022,26520400,10,10226,1.0226,20226,5669,4339,3644,0.3644,3889.753364973158,0.9368203220322032,5,20226,19274,2853,1333968,133.3968,1602412,True,356427331773283763,1023736245059445953,2305843009213693951
n10000-g1.25-t0.9-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.9,11,12889,10000,0.7758553805570642,random,60042,110042,160042,5,267984400,26798.44,4800.0,5700.0,12600.0,41941600,29,45770,4.577,55770,7791,5395,3567,0.3567,3878.8889750950425,0.9195932193219322,5,55770,23178,2889,1337264,133.7264,2147800,True,1082982287812154591,1266399236269489572,2305843009213693951
n10000-g1.5-t0.9-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.9,11,14867,10000,0.6726306585054147,random,60042,110042,160042,5,182635000,18263.5,4800.0,6000.0,17400.0,41438000,17,26594,2.6594,36594,7280,5184,3138,0.3138,3362.8169771978205,0.9331462346234624,6,36594,24768,4867,1470912,147.0912,2224480,True,1473503377183367983,709593445440876555,2305843009213693951
n10000-g2-t0.9-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.9,11,12853,10000,0.7780284758422158,random,60042,110042,160042,5,119256500,11925.65,5000.0,6700.0,10702.000000000044,29541400,10,11506,1.1506,21506,6314,4662,3763,0.3763,3889.753364973158,0.9674135213521352,6,21506,19274,2853,1332048,133.2048,1643504,True,1959121981469107010,1507887399001509498,2305843009213693951
n10000-g1.25-t0.8-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2770357192166375,0.8,11,12889,10000,0.7758553805570642,random,60042,110042,160042,5,237177300,23717.73,4800.0,6900.0,11300.0,37179000,29,40681,4.0681,50681,7049,5084,3567,0.3567,3878.8889750950425,0.9195932193219322,5,50681,23178,2889,1337264,133.7264,2083264,True,1082982287812154591,1266399236269489572,2305843009213693951
n10000-g1.5-t0.7-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.7,11,14867,10000,0.6726306585054147,random,60042,110042,160042,5,163810100,16381.01,4800.0,6200.0,10300.0,36516000,17,20680,2.068,30680,5544,4280,3138,0.3138,3362.8169771978205,0.9331462346234624,6,30680,24768,4867,1470912,147.0912,2099904,True,1473503377183367983,709593445440876555,2305843009213693951
n10000-g1.25-t0.5-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2753353982930995,0.5,11,20161,10000,0.49600714250285205,random,60042,110042,160042,5,276425200,27642.52,4800.0,5600.0,12401.000000000022,43354400,31,39928,3.9928,49928,4322,3559,2266,0.2266,2479.787708943009,0.9137878987898789,5,49928,36288,10161,1838352,183.8352,2948072,True,249773903025442524,1223127775960247934,2305843009213693951
n10000-g4-t0.8-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.8,11,49297,10000,0.20285210053350103,random,60042,110042,160042,5,162725500,16272.55,4900.0,6100.0,10202.000000000044,76709800,6,13133,1.3133,23133,4778,3768,827,0.0827,1014.1590766172384,0.8154539253925392,3,23133,61620,39297,3730320,373.032,4658124,True,728674461801851590,914323641897661220,2305843009213693951
n10000-g4-t0.5-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.5,11,49297,10000,0.20285210053350103,random,60042,110042,160042,5,140451000,14045.1,4700.0,5800.0,9900.0,62819900,6,8207,0.8207,18207,2377,2102,827,0.0827,1014.1590766172384,0.8154539253925392,3,18207,61620,39297,3730320,373.032,4412616,True,728674461801851590,914323641897661220,2305843009213693951
n10000-g1.25-t0.7-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.25,1.2761752609835624,0.7,11,16127,10000,0.6200781298443604,random,60042,110042,160042,5,275710500,27571.05,4800.0,6400.0,20306.00000000013,44429700,30,44614,4.4614,54614,6066,4618,2926,0.2926,3100.0806101568796,0.9438464246424643,5,54614,29016,6127,1561024,156.1024,2531324,True,296983886265880265,1707146801477629335,2305843009213693951
n10000-g2-t0.7-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.7,11,25717,10000,0.3888478438387059,random,60042,110042,160042,5,165925500,16592.55,4900.0,6700.0,12000.0,53118800,11,17943,1.7943,27943,4972,3903,1667,0.1667,1944.0447952716102,0.8574905290529053,4,27943,38570,15717,2210672,221.0672,3136276,True,144675229512126277,2217075565996547241,2305843009213693951
n10000-g3-t0.7-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.7,11,28477,10000,0.351160585735857,random,60042,110042,160042,5,136208600,13620.86,5000.0,7300.0,28603.000000000065,45526900,7,9944,0.9944,19944,3780,3097,1450,0.145,1755.627348386417,0.825915591559156,5,19944,37968,18477,2398384,239.8384,2943808,True,894173606836323480,1354168775011378655,2305843009213693951
n10000-g4-t0.9-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.073781941238894,0.9,11,12323,10000,0.8114907084313885,random,60042,110042,160042,5,106693800,10669.38,5200.0,6800.0,11002.000000000044,31592600,5,3685,0.3685,13685,5095,3965,3824,0.3824,4057.0477968027267,0.9425572957295729,6,13685,15402,2323,1299904,129.9904,1428628,True,1523823901846226518,1023619030834206161,2305843009213693951
n10000-g2-t0.8-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.026772599602447,0.8,11,12853,10000,0.7780284758422158,random,60042,110042,160042,5,116246800,11624.68,5000.0,6200.0,10000.0,26283200,10,10226,1.0226,20226,5790,4371,3763,0.3763,3889.753364973158,0.9674135213521352,6,20226,19274,2853,1332048,133.2048,1603084,True,1959121981469107010,1507887399001509498,2305843009213693951
n10000-g1.5-t0.5-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5274118968527437,0.5,11,22303,10000,0.44837017441599786,random,60042,110042,160042,5,187868500,18786.85,4900.0,6100.0,9400.0,42499800,18,22203,2.2203,32203,3880,3248,2083,0.2083,2241.6266869927813,0.929235903590359,4,32203,37170,12303,1984448,198.4448,2949884,True,1965254545819314856,866871868142341071,2305843009213693951
n10000-g3-t0.5-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.5,11,28477,10000,0.351160585735857,random,60042,110042,160042,5,141340000,14134.0,5100.0,7100.0,10201.000000000022,58614300,7,7102,0.7102,17102,2657,2322,1450,0.145,1755.627348386417,0.825915591559156,5,17102,37968,18477,2398384,239.8384,2813208,True,894173606836323480,1354168775011378655,2305843009213693951
n10000-g1.5-t0.8-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,1.5,1.5290144697461625,0.8,11,14867,10000,0.6726306585054147,random,60042,110042,160042,5,185434700,18543.47,5200.0,7300.0,14000.0,40750500,17,23637,2.3637,33637,6397,4752,3138,0.3138,3362.8169771978205,0.9331462346234624,6,33637,24768,4867,1470912,147.0912,2161184,True,1473503377183367983,709593445440876555,2305843009213693951
n10000-g4-t0.7-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,4.0,4.061552575258115,0.7,11,49297,10000,0.20285210053350103,random,60042,110042,160042,5,178594800,17859.48,5100.0,7400.0,12000.0,86326900,6,11491,1.1491,21491,3918,3213,827,0.0827,1014.1590766172384,0.8154539253925392,3,21491,61620,39297,3730320,373.032,4580152,True,728674461801851590,914323641897661220,2305843009213693951
n10000-g2-t0.5-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,2.0,2.0244165297589,0.5,11,25717,10000,0.3888478438387059,random,60042,110042,160042,5,155198400,15519.84,5200.0,7100.0,9900.0,43324500,11,12816,1.2816,22816,3439,2932,1667,0.1667,1944.0447952716102,0.8574905290529053,4,22816,38570,15717,2210672,221.0672,2962568,True,144675229512126277,2217075565996547241,2305843009213693951
n10000-g3-t0.8-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.8,11,28477,10000,0.351160585735857,random,60042,110042,160042,5,136527300,13652.73,5100.0,5900.0,10200.0,49652100,7,11365,1.1365,21365,4502,3545,1450,0.145,1755.627348386417,0.825915591559156,5,21365,37968,18477,2398384,239.8384,3004608,True,894173606836323480,1354168775011378655,2305843009213693951
n10000-g3-t0.9-r5-h160042,2efaf1348f57,3.14.3,Windows-11-10.0.26200-SP0,"Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",10000,3.0,3.075406859636261,0.9,11,28477,10000,0.351160585735857,random,60042,110042,160042,5,143500300,14350.03,5000.0,6200.0,10700.0,54371200,7,12786,1.2786,22786,5363,4063,1450,0.145,1755.627348386417,0.825915591559156,5,22786,37968,18477,2398384,239.8384,3066000,True,894173606836323480,1354168775011378655,2305843009213693951
